keywords,tf_tc1,tf_t1,ctfidf1,tf_tc2,tf_t2,ctfidf2,tf_tc3,tf_t3,ctfidf3,relative_tf_tc1,relative_tf_tc3,relative_tc_t,,,,relative_A
dote,23,628,221.014424,476,628,4574.037644,67,628,643.8246264,0.534883721,0.511450382,1.046334103,,,,
exemplify,31,627,297.9384053,442,627,4248.025005,73,627,701.59689,0.720930233,0.557251908,1.278182141,,,,
stipulate,30,627,288.327489,417,627,4007.752098,92,627,884.2042997,0.697674419,0.702290076,1.399964495,,,,
bombard,29,626,278.7628586,424,626,4075.705242,72,626,692.1008902,0.674418605,0.549618321,1.224036925,,,,
snag,29,626,278.7628586,418,626,4018.030168,67,626,644.0383284,0.674418605,0.511450382,1.185868986,,,,
reimburse,25,626,240.3128091,408,626,3921.905045,93,626,893.9636499,0.581395349,0.709923664,1.291319013,,,,
doom,22,626,211.475272,405,626,3893.067507,94,626,903.5761622,0.511627907,0.717557252,1.229185159,,,,
remand,27,625,259.5809964,450,625,4326.34994,64,625,615.3031026,0.627906977,0.488549618,1.116456595,,,,
imitate,25,624,240.3928038,432,624,4153.98765,71,624,682.7155629,0.581395349,0.541984733,1.123380082,,,,
satiate,22,624,211.5456674,438,624,4211.681923,77,624,740.4098358,0.511627907,0.58778626,1.099414167,,,,
wage,24,623,230.8155815,435,623,4183.532415,55,623,528.9523743,0.558139535,0.419847328,0.977986863,,,,
peer,29,622,278.9487442,398,622,3828.331042,81,622,779.1326994,0.674418605,0.618320611,1.292739215,,,,
ice,29,622,278.9487442,429,622,4126.51763,69,622,663.7056328,0.674418605,0.526717557,1.201136162,,,,
extinguish,36,621,346.3391203,434,621,4175.310506,66,621,634.9550539,0.837209302,0.503816794,1.341026096,,,,
intertwine,22,621,211.6516846,412,621,3963.658821,82,621,788.8835518,0.511627907,0.625954198,1.137582105,,,,
rash,18,620,173.1985671,471,620,4532.029172,48,620,461.8628456,0.418604651,0.366412214,0.785016865,,,,
propagate,15,620,144.3321392,420,620,4041.299899,96,620,923.7256911,0.348837209,0.732824427,1.081661637,,,,
corroborate,28,619,269.465188,445,619,4282.571738,56,619,538.930376,0.651162791,0.427480916,1.078643707,,,,
scour,32,618,308.0119495,409,618,3936.77773,72,618,693.0268864,0.744186047,0.549618321,1.293804367,,,,
wax,16,618,154.0059748,396,618,3811.647875,76,618,731.5283801,0.372093023,0.580152672,0.952245695,,,,
drape,30,617,288.8097825,393,617,3783.408151,75,617,722.0244562,0.697674419,0.572519084,1.270193503,,,,
stray,25,615,240.7559823,430,615,4141.002896,72,615,693.377229,0.581395349,0.549618321,1.131013669,,,,
rehabilitate,21,614,202.269197,418,614,4026.120207,74,614,712.7581228,0.488372093,0.564885496,1.053257589,,,,
sufferer,29,613,279.3713959,458,613,4412.141356,61,613,587.643281,0.674418605,0.465648855,1.14006746,,,,
deflect,23,612,221.607966,407,612,3921.497485,67,612,645.5536401,0.534883721,0.511450382,1.046334103,,,,
sharpen,30,611,289.1029252,400,611,3854.705669,67,611,645.6631996,0.697674419,0.511450382,1.2091248,,,,
google,30,610,289.1520621,387,610,3730.0616,80,610,771.0721655,0.697674419,0.610687023,1.308361442,,,,
improvise,22,610,212.0448455,423,610,4077.044075,70,610,674.6881448,0.511627907,0.534351145,1.045979052,,,,
deceive,21,610,202.4064434,392,610,3778.253611,70,610,674.6881448,0.488372093,0.534351145,1.022723238,,,,
fracture,25,609,241.0010663,425,609,4097.018127,57,609,549.4824311,0.581395349,0.435114504,1.016509853,,,,
ally,21,609,202.4408957,436,609,4203.058596,57,609,549.4824311,0.488372093,0.435114504,0.923486597,,,,
rival,24,608,231.4004623,411,608,3962.732917,73,608,703.8430729,0.558139535,0.557251908,1.115391443,,,,
utter,19,607,183.2233064,426,607,4108.059395,76,607,732.8932255,0.441860465,0.580152672,1.022013137,,,,
viruse,38,606,366.5092633,414,606,3993.021973,73,606,704.0835847,0.88372093,0.557251908,1.440972839,,,,
transcend,23,606,221.8345541,408,606,3935.15209,72,606,694.4386041,0.534883721,0.549618321,1.084502042,,,,
tower,22,606,212.1895735,405,606,3906.217148,67,606,646.213701,0.511627907,0.511450382,1.023078289,,,,
profit,32,605,308.6922251,379,605,3656.073541,92,605,887.4901471,0.744186047,0.702290076,1.446476123,,,,
anger,21,605,202.5792727,412,605,3974.412398,65,605,627.0310822,0.488372093,0.496183206,0.984555299,,,,
mow,19,604,183.3174375,457,604,4409.266787,60,604,578.8971712,0.441860465,0.458015267,0.899875732,,,,
forgo,17,604,164.0208652,415,604,4004.038767,91,604,877.994043,0.395348837,0.694656489,1.090005326,,,,
lifesave,24,603,231.5986339,418,603,4033.676208,67,603,646.5461864,0.558139535,0.511450382,1.069589917,,,,
humiliate,21,603,202.6488047,405,603,3908.226948,69,603,665.8460726,0.488372093,0.526717557,1.01508965,,,,
audition,15,603,144.7491462,376,603,3628.378598,69,603,665.8460726,0.348837209,0.526717557,0.875554767,,,,
nauseate,13,603,125.4492601,402,603,3879.277119,68,603,656.1961295,0.302325581,0.519083969,0.821409551,,,,
allot,21,602,202.6836572,430,602,4150.189172,55,602,530.8381499,0.488372093,0.419847328,0.908219421,,,,
balloon,19,602,183.3804518,364,602,3513.183392,88,602,849.3410398,0.441860465,0.671755725,1.11361619,,,,
awake,12,602,115.8192327,392,602,3783.428268,63,602,608.0509717,0.279069767,0.480916031,0.759985798,,,,
reappear,28,601,270.2914236,408,601,3938.532173,85,601,820.527536,0.651162791,0.648854962,1.300017753,,,,
glue,17,601,164.1055072,403,601,3890.265847,76,601,733.6481498,0.395348837,0.580152672,0.975501509,,,,
fertilize,30,600,289.6479091,422,600,4074.380587,53,600,511.711306,0.697674419,0.404580153,1.102254571,,,,
muster,25,598,241.4567247,420,598,4056.472976,65,598,627.7874843,0.581395349,0.496183206,1.077578555,,,,
entrust,20,598,193.1653798,426,598,4114.42259,62,598,598.8126773,0.465116279,0.473282443,0.938398722,,,,
standardize,31,596,299.5101847,425,596,4106.188017,50,596,483.0809431,0.720930233,0.381679389,1.102609622,,,,
publicize,32,595,309.2255366,368,595,3556.09367,77,595,744.0739473,0.744186047,0.58778626,1.331972306,,,,
mobilise,21,595,202.9292584,390,595,3768.686227,81,595,782.7271394,0.488372093,0.618320611,1.106692704,,,,
dispel,24,594,231.9595199,374,594,3614.702519,91,594,879.5131797,0.558139535,0.694656489,1.252796023,,,,
precipitate,20,594,193.2995999,410,594,3962.641799,63,594,608.8937398,0.465116279,0.480916031,0.94603231,,,,
spotify,54,593,521.9998997,387,593,3740.999282,83,593,802.3331792,1.255813953,0.633587786,1.88940174,,,,
neighbour,15,593,144.9999722,397,593,3837.66593,70,593,676.6665367,0.348837209,0.534351145,0.883188354,,,,
coexist,40,592,386.7340987,420,592,4060.708036,48,592,464.0809184,0.930232558,0.366412214,1.296644772,,,,
salvage,26,592,251.3771642,397,592,3838.33593,86,592,831.4783122,0.604651163,0.65648855,1.261139712,,,,
pilot,25,591,241.7510745,411,591,3974.387664,59,591,570.5325357,0.581395349,0.450381679,1.031777028,,,,
decompose,24,591,232.0810315,364,591,3519.895644,77,591,744.5933093,0.558139535,0.58778626,1.145925794,,,,
bash,20,591,193.4008596,413,591,3993.72775,56,591,541.5224068,0.465116279,0.427480916,0.892597195,,,,
overflow,24,589,232.1623824,388,589,3753.291848,86,589,831.9152034,0.558139535,0.65648855,1.214628085,,,,
veer,20,589,193.468652,387,589,3743.618415,66,589,638.4465515,0.465116279,0.503816794,0.968933073,,,,
sabotage,34,588,328.9544787,395,588,3821.677032,67,588,648.2338257,0.790697674,0.511450382,1.302148056,,,,
obey,21,588,203.1777663,417,588,4034.52993,73,588,706.2846161,0.488372093,0.557251908,1.045624001,,,,
magnify,20,588,193.5026345,433,588,4189.332038,56,588,541.8073767,0.465116279,0.427480916,0.892597195,,,,
slaughter,12,587,116.122005,385,587,3725.580993,64,587,619.3173599,0.279069767,0.488549618,0.767619386,,,,
reconnect,23,586,222.6063894,428,586,4142.414551,59,586,571.0337816,0.534883721,0.450381679,0.9852654,,,,
evict,25,585,242.0061627,386,585,3736.575152,76,585,735.6987345,0.581395349,0.580152672,1.161548021,,,,
axe,19,585,183.9246836,408,585,3949.540575,67,585,648.576516,0.441860465,0.511450382,0.953310847,,,,
rejoin,19,585,183.9246836,427,585,4133.465259,52,585,503.3728184,0.441860465,0.396946565,0.83880703,,,,
rev,24,584,232.3669744,421,584,4076.104008,55,584,532.5076496,0.558139535,0.419847328,0.977986863,,,,
cripple,26,583,251.7754448,390,583,3776.631672,67,583,648.8059539,0.604651163,0.511450382,1.116101544,,,,
stud,22,583,213.040761,403,583,3902.519395,65,583,629.438612,0.511627907,0.496183206,1.007811113,,,,
tame,20,583,193.6734191,375,583,3631.376608,57,583,551.9692444,0.465116279,0.435114504,0.900230783,,,,
partake,25,582,242.1346897,403,582,3903.211197,65,582,629.5501931,0.581395349,0.496183206,1.077578555,,,,
deviate,36,581,348.7358581,389,581,3768.284689,63,581,610.2877517,0.837209302,0.480916031,1.318125333,,,,
burgeon,24,581,232.4905721,374,581,3622.978082,66,581,639.3490732,0.558139535,0.503816794,1.061956329,,,,
gross,34,580,329.4202104,339,580,3284.513274,62,580,600.7074424,0.790697674,0.473282443,1.263980117,,,,
loot,23,580,222.8430835,393,580,3807.710079,111,580,1075.460099,0.534883721,0.847328244,1.382211965,,,,
tremble,67,578,649.3830104,352,578,3411.683876,70,578,678.4598616,1.558139535,0.534351145,2.09249068,,,,
wheel,37,577,358.6785636,377,577,3654.643743,64,577,620.4169749,0.860465116,0.488549618,1.349014735,,,,
insulate,27,577,261.7384113,399,577,3867.912078,62,577,601.0289445,0.627906977,0.473282443,1.101189419,,,,
elbow,26,577,252.0443961,405,577,3926.076169,58,577,562.2528835,0.604651163,0.442748092,1.047399254,,,,
squat,17,576,164.8277454,398,576,3858.908393,50,576,484.7874866,0.395348837,0.381679389,0.777028227,,,,
mate,35,575,339.4120536,335,575,3248.658227,68,575,659.4291327,0.813953488,0.519083969,1.333037458,,,,
foresee,24,575,232.7396939,413,575,4005.062232,62,575,601.2442092,0.558139535,0.473282443,1.031421978,,,,
sculpt,17,575,164.8572832,371,575,3597.767768,78,575,756.4040051,0.395348837,0.595419847,0.990768685,,,,
bail,19,574,184.2853279,379,574,3676.00733,78,574,756.5397671,0.441860465,0.595419847,1.037280312,,,,
dissect,24,573,232.8233125,396,573,3841.584657,69,573,669.3670235,0.558139535,0.526717557,1.084857092,,,,
arraign,22,573,213.4213698,399,573,3870.687571,70,573,679.0679949,0.511627907,0.534351145,1.045979052,,,,
unpack,25,572,242.5679493,380,572,3687.03283,92,572,892.6500536,0.581395349,0.702290076,1.283685425,,,,
plate,19,571,184.3848853,392,571,3804.151318,65,571,630.7903972,0.441860465,0.496183206,0.938043671,,,,
ram,18,571,174.6804177,375,571,3639.175368,54,571,524.041253,0.418604651,0.41221374,0.830818392,,,,
accrue,23,570,223.243069,382,570,3707.776189,60,570,582.3732234,0.534883721,0.458015267,0.992898988,,,,
black,20,570,194.1244078,374,570,3630.126426,73,570,708.5540885,0.465116279,0.557251908,1.022368187,,,,
rumour,29,569,281.5313101,380,569,3689.03096,56,569,543.6466678,0.674418605,0.427480916,1.101899521,,,,
brake,16,568,155.3557619,382,568,3709.118816,59,568,572.874372,0.372093023,0.450381679,0.822474703,,,,
rap,13,568,126.2265565,346,568,3359.568351,85,568,825.3274851,0.302325581,0.648854962,0.951180543,,,,
negate,12,567,116.5379655,395,567,3836.041365,57,567,553.5553363,0.279069767,0.435114504,0.714184271,,,,
exfoliate,37,565,359.456128,402,565,3905.442255,70,565,680.052134,0.860465116,0.534351145,1.394816261,,,,
script,22,565,213.7306707,387,565,3759.716798,65,565,631.4769816,0.511627907,0.496183206,1.007811113,,,,
defecate,19,565,184.5855792,372,565,3613.991341,53,565,514.8966158,0.441860465,0.404580153,0.846440618,,,,
dot,15,565,145.7254573,390,565,3788.86189,67,565,650.9070426,0.348837209,0.511450382,0.860287591,,,,
reassess,14,564,136.035226,410,564,3983.888762,63,564,612.1585171,0.325581395,0.480916031,0.806497426,,,,
article,46,563,447.0545133,360,563,3498.687495,62,563,602.5517353,1.069767442,0.473282443,1.543049885,,,,
comb,12,562,116.6442486,390,562,3790.938078,53,562,515.1787645,0.279069767,0.404580153,0.68364992,,,,
cram,29,561,281.9419117,360,561,3499.968558,77,561,748.6043861,0.674418605,0.58778626,1.262204864,,,,
pulse,29,561,281.9419117,412,561,4005.519572,55,561,534.7174186,0.674418605,0.419847328,1.094265933,,,,
hijack,20,561,194.4426977,396,561,3849.965414,59,561,573.6059582,0.465116279,0.450381679,0.915497958,,,,
flavour,18,561,174.9984279,318,561,3091.638893,57,561,554.1616884,0.418604651,0.435114504,0.853719155,,,,
rekindle,18,559,175.0627099,379,559,3686.042613,72,559,700.2508394,0.418604651,0.549618321,0.968222972,,,,
marvel,17,559,165.3370038,371,559,3608.236964,62,559,602.9937784,0.395348837,0.473282443,0.86863128,,,,
deport,31,558,301.5523917,349,558,3394.896281,65,558,632.287273,0.720930233,0.496183206,1.217113439,,,,
camp,24,558,233.4599162,376,558,3657.538687,65,558,632.287273,0.558139535,0.496183206,1.054322741,,,,
rehearse,23,558,223.7324197,352,558,3424.07877,68,558,661.4697625,0.534883721,0.519083969,1.05396769,,,,
override,18,558,175.0949371,401,558,3900.726099,61,558,593.3772869,0.418604651,0.465648855,0.884253506,,,,
unload,24,556,233.5460871,361,556,3512.922393,100,556,973.1086962,0.558139535,0.763358779,1.321498314,,,,
infer,21,555,204.3906277,386,555,3756.894396,67,555,652.1034314,0.488372093,0.511450382,0.999822475,,,,
refill,17,555,165.4590796,342,555,3328.647366,104,555,1012.220252,0.395348837,0.79389313,1.189241967,,,,
swipe,17,555,165.4590796,355,555,3455.174897,63,555,613.1718832,0.395348837,0.480916031,0.876264868,,,,
randomise,17,555,165.4590796,410,555,3990.483684,62,555,603.4389962,0.395348837,0.473282443,0.86863128,,,,
bottle,14,555,136.2604185,359,555,3494.106446,54,555,525.5758999,0.325581395,0.41221374,0.737795136,,,,
beware,19,554,184.9591168,326,554,3173.509056,86,554,837.1833706,0.441860465,0.65648855,1.098349015,,,,
confiscate,20,552,194.7661356,336,552,3272.071079,64,552,623.2516341,0.465116279,0.488549618,0.953665897,,,,
hurry,29,551,282.4634775,345,551,3360.34137,88,551,857.1305523,0.674418605,0.671755725,1.34617433,,,,
lactate,16,551,155.8419186,397,551,3866.827605,57,551,555.186835,0.372093023,0.435114504,0.807207527,,,,
incubate,18,550,175.3548541,387,550,3770.129362,82,550,798.8387796,0.418604651,0.625954198,1.04455885,,,,
jab,37,549,360.5189745,385,549,3751.346086,88,549,857.4505338,0.860465116,0.671755725,1.532220841,,,,
dangle,16,549,155.9000971,360,549,3507.752184,61,549,594.36912,0.372093023,0.465648855,0.837741878,,,,
herald,33,546,321.724762,364,546,3548.721617,68,546,662.9479944,0.76744186,0.519083969,1.28652583,,,,
cull,27,546,263.2293507,361,546,3519.473911,58,546,565.4556423,0.627906977,0.442748092,1.070655068,,,,
socialise,21,546,204.7339394,357,546,3480.476971,93,546,906.6788747,0.488372093,0.709923664,1.198295757,,,,
munch,18,546,175.4862338,346,546,3373.235383,52,546,506.960231,0.418604651,0.396946565,0.815551216,,,,
repel,17,546,165.7369986,398,546,3880.195614,67,546,653.1987592,0.395348837,0.511450382,0.906799219,,,,
burp,10,546,97.49235212,421,546,4104.428024,44,546,428.9663493,0.23255814,0.335877863,0.568436002,,,,
discredit,18,544,175.5522851,374,544,3647.586368,53,544,516.9039505,0.418604651,0.404580153,0.823184804,,,,
nudge,12,544,117.0348567,348,544,3394.010845,60,544,585.1742836,0.279069767,0.458015267,0.737085035,,,,
damp,22,543,214.60438,353,543,3443.424825,80,543,780.3795637,0.511627907,0.610687023,1.12231493,,,,
decimate,21,543,204.8496355,364,543,3550.727015,70,543,682.8321183,0.488372093,0.534351145,1.022723238,,,,
subdue,37,542,360.9937471,388,542,3785.55605,42,542,409.7766859,0.860465116,0.320610687,1.181075803,,,,
cremate,26,541,253.7192937,404,541,3942.407487,39,541,380.5789406,0.604651163,0.297709924,0.902361086,,,,
ink,13,541,126.8596469,378,541,3688.688193,55,541,536.7138906,0.302325581,0.419847328,0.72217291,,,,
glare,23,540,224.4865414,362,540,3533.222955,66,540,644.1787708,0.534883721,0.503816794,1.038700515,,,,
interrogate,16,538,156.2239164,363,538,3544.330102,69,538,673.7156393,0.372093023,0.526717557,0.898810581,,,,
frighten,15,537,146.487827,335,537,3271.561469,75,537,732.4391348,0.348837209,0.572519084,0.921356293,,,,
bomb,24,536,234.425255,369,536,3604.288295,52,536,507.9213858,0.558139535,0.396946565,0.9550861,,,,
shuffle,22,536,214.8898171,346,536,3379.630759,68,536,664.2048891,0.511627907,0.519083969,1.030711876,,,,
perch,20,536,195.3543792,340,536,3321.024446,65,536,634.9017323,0.465116279,0.496183206,0.961299485,,,,
crank,23,535,224.7004841,352,535,3438.894365,61,535,595.9447622,0.534883721,0.465648855,1.000532576,,,,
cradle,17,535,166.0829665,364,535,3556.1294,63,535,615.4839347,0.395348837,0.480916031,0.876264868,,,,
droop,15,535,146.543794,378,535,3692.903608,71,535,693.6406248,0.348837209,0.541984733,0.890821942,,,,
ripen,3,535,29.3087588,374,535,3653.825263,42,535,410.3226231,0.069767442,0.320610687,0.390378129,,,,
branch,33,534,322.4580832,346,534,3380.924145,67,534,654.6876234,0.76744186,0.511450382,1.278892242,,,,
restructure,29,533,283.4266098,381,533,3723.639254,50,533,488.6665687,0.674418605,0.381679389,1.056097994,,,,
fume,23,533,224.7866216,344,533,3362.025993,62,533,605.9465452,0.534883721,0.473282443,1.008166164,,,,
overreact,31,532,303.0314853,371,532,3626.602614,56,532,547.4117153,0.720930233,0.427480916,1.148411149,,,,
puncture,18,532,175.9537656,356,532,3479.974476,48,532,469.2100417,0.418604651,0.366412214,0.785016865,,,,
bestow,16,532,156.4033472,344,532,3362.671966,77,532,752.6911086,0.372093023,0.58778626,0.959879283,,,,
rumble,14,532,136.8529288,336,532,3284.470292,74,532,723.365481,0.325581395,0.564885496,0.890466892,,,,
paddle,10,532,97.75209202,368,532,3597.276986,69,532,674.4894349,0.23255814,0.526717557,0.759275697,,,,
resurrect,18,531,175.9876301,338,531,3304.65661,59,531,576.8483432,0.418604651,0.450381679,0.868986331,,,,
dislodge,13,531,127.1021773,370,531,3617.523508,45,531,439.9690753,0.302325581,0.34351145,0.645837032,,,,
retract,10,529,97.80863939,365,529,3570.015338,67,529,655.3178839,0.23255814,0.511450382,0.744008521,,,,
opine,27,528,264.1344115,365,528,3570.705933,64,528,626.0963827,0.627906977,0.488549618,1.116456595,,,,
prize,26,528,254.3516555,342,528,3345.702545,77,528,753.2722105,0.604651163,0.58778626,1.192437422,,,,
jeopardize,26,528,254.3516555,366,528,3580.488689,69,528,675.0101626,0.604651163,0.526717557,1.13136872,,,,
tally,19,527,185.9083806,373,527,3649.67505,52,527,508.8018836,0.441860465,0.396946565,0.83880703,,,,
quiz,19,526,185.9444659,348,526,3405.719691,72,526,704.6316603,0.441860465,0.549618321,0.991478786,,,,
mingle,23,525,225.1344347,351,525,3435.747242,60,525,587.3072209,0.534883721,0.458015267,0.992898988,,,,
distil,13,525,127.2498979,361,525,3533.631779,49,525,479.6342304,0.302325581,0.374045802,0.676371383,,,,
captivate,34,524,332.8722452,355,524,3475.577854,60,524,587.4216091,0.790697674,0.458015267,1.248712942,,,,
torment,27,524,264.3397241,335,524,3279.770651,60,524,587.4216091,0.627906977,0.458015267,1.085922244,,,,
